,0,1,2
31,"Carroll was abducted in western Baghdad on Saturday, by  kidnappers who killed her Iraqi interpreter, the paper said in a  statement, calling for her release.","The Christian Science Monitor  newspaper on Monday pleaded for the release of American reporter  Jill Carroll, seized in Baghdad by abductors who gunned down her  Iraqi translator.",0.9652782082557678
18,"Hagrup Haukland, deputy chief of the Sri Lanka Monitoring Mission overseeing the ongoing ceasefire between the government and the Liberation Tigers of Tamil Eelam (LTTE) rebels, said that the rebels had convey this message to them after consultation with their political wing leader S.P. Thamilselvan currently on a European tour.","Japan's special envoy Yasushi Akashi arrived here on Wednesday to start a seven-day visit to push for an early resumption of peace talks between the Sri Lankan government and the Tamil Tiger rebels, governmental sources said.",0.9651697278022766
94,"Ripudaman Singh Malik, a 57-year-old millionaire, and Ajaib Singh Bagri, 55, are charged with planting bombs that exploded June 23, 1985, aboard Flight 182, killing 329 people, and 53 minutes earlier at Tokyo's Narita Airport, killing two baggage handlers.","Two fiery speeches delivered to Sikh groups in the early 1980s show Ajaib Singh Bagri had a motive to plant bombs on Air India jets killing 331 people, a prosecutor said in closing arguments Monday.",0.9650447964668274
54,"Steven P. Jobs is preparing to take an unprecedented gamble by abandoning Apple Computer's 14-year commitment to chips developed by IBM and Motorola in favor of Intel processors for his Macintosh computers, industry executives informed of the decision said Sunday.","Jobs said the two firms that have supplied Apple with microprocessors for years, IBM and the Motorola spin-off Freescale, can no longer supply the kinds of chips that Apple needs for future products.",0.9649602770805359
17,"The Tamil Tigers were reportedly undertaking a three-week tour of Denmark, Ireland, Switzerland and Sri Lanka's peace broker Norway to persuade donors to use aid as a tool to pressure the government to resume peace talks based on rebel self-rule proposals.","Japan's special envoy Yasushi Akashi arrived here on Wednesday to start a seven-day visit to push for an early resumption of peace talks between the Sri Lankan government and the Tamil Tiger rebels, governmental sources said.",0.9647600650787354
49,"Even before Merck pulled Vioxx from the market on Sept. 30, citing what it said was new evidence that the drug increased the risk of heart attacks, strokes and other serious ailments, hundreds of patients had filed lawsuits around the country.","Merck announced a global withdrawal Thursday of Vioxx, a blockbuster arthritis drug, after a study showed it increased the risk of strokes and heart attacks.",0.9644001126289368
57,"Facts and figures about the Virgin  Atlantic GlobalFlyer, which is scheduled to take off from Salina,  Kansas, on Monday with American Steve Fossett at the controls: The goal: - a solo, non-stop, non-refueled flight around the world.","And not much sleep for Fossett, who will be wedged in the 7 foot cockpit of a veritable flying fuel tank as he attempts the first solo flight around the world on one tank of gas.",0.9641926884651184
38,"``She played a very pivotal, very critical role in launching the second wave of the modern women's movement.'' ``She was a giant in the 20th century for women and most significantly was a catalyst for change in the American culture,'' said Eleanor Smeal, president of the Feminist Majority Foundation.","The movement that Friedan's energy sparked continues to grow,  and is bigger today than she could ever have dreamed when she helped  launch it in the 1960s,"" Eleanor Smeal, president of the Feminist  Majority Foundation and a former president of the National  Organization for Women, said in a statement.",0.9638440012931824
23,"As a roadside anti-war vigil initiated by a California woman who lost a son in Iraq continued near his ranch Thursday, President Bush said that he sympathizes with her loss but that agreeing to her demand to immediately withdraw troops ``would be a mistake for the security of this country.''","Two senior White House aides met here on Saturday with the angry mother of a fallen U.S. soldier, but they rejected Cindy Sheehan's demand for a direct accounting from President Bush for the way he has conducted the war in Iraq.",0.9625577926635742
24,"As a roadside anti-war vigil initiated by a California woman who lost a son in Iraq continued near his ranch Thursday, President Bush said that he sympathizes with her loss but that agreeing to her demand to immediately withdraw troops ``would be a mistake for the security of this country.''","The mother of an American soldier killed in Iraq led a protest march on President Bush's ranch here on Saturday, prompting the White House to send two senior officials to meet her after she was blocked by the authorities from approaching Bush's home.",0.9622987508773804
85,"A southbound commuter train heading to downtown Los Angeles hit the Jeep Grand Cherokee parked on the tracks, said Glendale Police Chief Randy G. Adams.","Glendale police said that Juan Manuel Alvarez, 25, of the Los Angeles suburb of Compton, drove around barriers at a grade crossing and then up the Metrolink commuter rail tracks, where his Jeep Grand Cherokee became wedged between the rails.",0.9622063636779785
21,"Nonetheless, Bush added, withdrawing U.S. troops from Iraq before that nation's security forces are able to cope with the ongoing insurgency ``would send a terrible signal to the enemy,'' that the United States is weak and easily intimidated While Bush met with Vice President Dick Cheney, Secretary of Defense Donald Rumsfeld, and Secretary of State Condoleezza Rice to discuss the war and other foreign policy concerns, a growing clutch of protesters were encamped along the muddy shoulder of the narrow, winding road leading to Bush's 1,600-acre ranch.","As a roadside anti-war vigil initiated by a California woman who lost a son in Iraq continued near his ranch Thursday, President Bush said that he sympathizes with her loss but that agreeing to her demand to immediately withdraw troops ``would be a mistake for the security of this country.''",0.9621955156326294
51,"Even before Merck pulled Vioxx from the market on Sept. 30, citing what it said was new evidence that the drug increased the risk of heart attacks, strokes and other serious ailments, hundreds of patients had filed lawsuits around the country.","Although the U.S. Food and Drug Administration said the risk of an individual patient having a heart attack or stroke related to Vioxx is small, the agency also said ""there appear to be significant safety concerns.",0.9609941244125366
98,"In that case, Blakely vs. Washington, the court struck down Washington state's sentencing guidelines, which, like the federal guidelines, permit judges to boost sentences based on their own post-conviction fact-finding, rather than relying only on facts admitted by the defendant or found by a jury.","Though the court said in Blakely that it did not address the federal guidelines, the similarities between Washington's system and the federal system were such that defense lawyers across the country immediately began bombarding courts with Blakely challenges to their clients' sentences.",0.9608786702156067
75,"Major League Baseball on Wednesday rejected as ""wholly unacceptable"" a stadium financing plan approved the day before by the Washington City Council, throwing into grave doubt the city's plans to bring the former Montreal Expos here next season.","Baseball's statement came in response to legislation the Council approved late Tuesday night requiring that half of the riverfront stadium's projected $280 million construction costs be paid for privately, delivering a stinging rejection of a deal struck by Mayor Anthony Williams and baseball officials to finance the ballpark almost entirely with tax dollars.",0.9598597884178162
87,"All of the 16,000 tickets for  the opening day of Hong Kong Disneyland have been sold out and the park will open to the public from 1:00 p.m. (0300 GMT) on Sept.  12, said Eva Cheng, Hong Kong commissioner for Tourism here  Thursday.","Hong Kong Disneyland will stage  its rehearsal from Aug. 16 to the theme park's opening on Sept.  12, the park said in a press release on Friday.",0.9595798254013062
8,"An amendment to the 2005 defense authorization bill currently before Congress could immediately halt the development of offshore wind-power facilities in the United States, including a controversial project planned for coastal Massachusetts, environmental groups and developers said this week.","The Corps of Engineers' draft concluded that the project, proposed by Cape Wind Associates of Boston, would not unduly hinder ferry operations, commercial and sport fishing, boating, aviation or other activities at its site, a 24-square-mile area in the part of Nantucket Sound called Horseshoe Shoals.",0.9593325853347778
16,"The Tamil Tigers were reportedly undertaking a three-week tour of Denmark, Ireland, Switzerland and Sri Lanka's peace broker Norway to persuade donors to use aid as a tool to pressure the government to resume peace talks based on rebel self-rule proposals.","Hagrup Haukland, deputy chief of the Sri Lanka Monitoring Mission overseeing the ongoing ceasefire between the government and the Liberation Tigers of Tamil Eelam (LTTE) rebels, said that the rebels had convey this message to them after consultation with their political wing leader S.P. Thamilselvan currently on a European tour.",0.9589343070983887
91,"The European-made space probe Huygens headed Saturday for a historic up-close encounter with Titan, the only celestial body of the Solar system with an atmosphere resembling that of Earth, after successfully separating from the US spacecraft Cassini.","With a gentle shove on Christmas Eve, the Cassini spacecraft will launch the European Space Agency's Huygens probe on a course that should send it plunging into the atmosphere of Saturn's big moon Titan.",0.9587972164154053
83,"Having been eclipsed for most of this year by other issues at ground zero, the World Trade Center memorial returned to the forefront Monday as Gov. George E. Pataki offered a preview of the completed design, which he said will be ready next month.","Heading the list of boldface names, in one arena or another, are Robert DeNiro, who has been a presence in the nearby TriBeCa area for many years; Barbara Walters of ABC; David Rockefeller, who was deeply involved in the original development of the World Trade Center; and Michael D. Eisner, the chief executive of",0.9577794075012207
42,"The singer once known as Cat Stevens, now a peace activist whose name was on a U.S. list of people suspected of having terrorist links, will receive a peace prize from a foundation headed by former Soviet leader Mikhail Gorbachev, organizers said Monday.","When Cat Stevens was barred from entering the country late last month after showing up on a terrorist watch list, Borowitz said he sat down to write a fake news story about it.",0.9574904441833496
86,"At least 10 people were killed and more than 180 injured Wednesday when a commuter train derailed after crashing into a car parked on tracks north of Los Angeles, then sideswiped an oncoming train, knocking it off its rails.","Glendale police said that Juan Manuel Alvarez, 25, of the Los Angeles suburb of Compton, drove around barriers at a grade crossing and then up the Metrolink commuter rail tracks, where his Jeep Grand Cherokee became wedged between the rails.",0.9574074745178223
76,"The perennial battle over abortion  rights in the United States is galvanizing conservative and liberal  activists, who are hoping to influence President George W. Bush's  choice to fill a newly-vacated US Supreme Court seat.","As President Bush searches for someone to succeed Justice Sandra Day O'Connor, who announced her resignation Friday, the experiences with Warren and many other members of the Supreme Court provide reminders that justices often don't vote the way presidents expect.",0.9573139548301697
66,"This disjunction has helped to keep many questions about the network unanswered, including whether the Pakistani military was involved in the black market and what other countries, or nonstate groups, beyond Libya, Iran and North Korea, received what one Bush administration official called Khan's ""nuclear starter kit"" -- everything from centrifuge designs to raw uranium fuel to the blueprints for the bomb.","Abdul Qadeer Khan, the father of the Pakistani atomic bomb, delivered weapons grade highly enriched uranium to Iran in 2001, and Iran aims at getting a nuclear bomb next year, an Iranian opposition group said in Vienna Wednesday.",0.9572265148162842
93,"The enacting of an anti-secession law by Beijing will diminish cross-Taiwan Strait exchanges and thus will be harmful to the development of bilateral ties, a scholar said Monday.","Lai told Greene that the DPP has repeatedly displayed goodwill to Beijing to try to improve cross-strait relations but it has to show its resolve to defend Taiwan's sovereignty in the face of the mainland's plan to introduce the ""anti-secession law.",0.9556092023849487
97,"Two fiery speeches delivered to Sikh groups in the early 1980s show Ajaib Singh Bagri had a motive to plant bombs on Air India jets killing 331 people, a prosecutor said in closing arguments Monday.","Malik and Bagri, who have been in custody since their arrest in late 2000, are also charged in connection with a blast on the same day that killed two baggage handlers at Tokyo's Narita Airport.",0.9555854201316833
22,"Cindy Sheehan, the mother of a soldier killed in Iraq who has been camped outside President Bush's ranch near Crawford, Texas, has taken her antiwar protest to the Internet, joining a conference call with bloggers around the country, along with a stray congresswoman.","As a roadside anti-war vigil initiated by a California woman who lost a son in Iraq continued near his ranch Thursday, President Bush said that he sympathizes with her loss but that agreeing to her demand to immediately withdraw troops ``would be a mistake for the security of this country.''",0.9552083015441895
62,"Lawyers for both defendants, who had appeared to soft-peddle that issue in the first trial, told the jury that the directors' accusations that the two men stole more than $150 million -- the entire basis of the prosecution's case -- is part of a self-serving strategy by directors to protect themselves from shareholder lawsuits.",Jury selection began Tuesday for the second trial of two former top Tyco International Ltd. executives charged with looting the company of $600 million (euro459 million) to subsidize their lavish lifestyles.,0.9550361037254333
14,"Speaking to reporters earlier Monday, Blair repeated his call  for republicans to unequivocally give up violence and commit  themselves to wholly democratic methods.","Northern Ireland's peace process would  receive a major boost if the Irish Republican Army responds  positively to appeals to embrace political methods, a leading figure  in the paramilitary group's political wing said Friday.",0.9547663927078247
82,"the Walt Disney Co. The roster seems to reflect some geopolitical ticket-splitting, with the chairmen of giant downtown companies like American Express, American International Group and the Bank of New York balanced by Robert Wood Johnson IV, the owner of the New York Jets, who hopes to build a new football stadium on the far West Side.","Having been eclipsed for most of this year by other issues at ground zero, the World Trade Center memorial returned to the forefront Monday as Gov. George E. Pataki offered a preview of the completed design, which he said will be ready next month.",0.9547041058540344
80,"New York Governor George Pataki said Monday that Gerald Ford, Jimmy Carter, George H.W. Bush and Bill Clinton had all pledged their support for the World Trade Center Memorial Foundation and would serve as honorary members of the board of directors.","After months of searching and one awkward false start last spring when two prospective co-chairmen, Jerry I. Speyer and Sanford I. Weill, backed away from the job, Gov. George E. Pataki and Mayor Michael R. Bloomberg were able Wednesday to name 31 members of the board of the World Trade Center Memorial Foundation.",0.9543014764785767
60,"Instead, prosecutors focused on laying out the core theme of their case, saying the two men, former Tyco executives, had illegally awarded themselves millions of dollars in bonuses and concealed them from the company's board and shareholders.",Jury selection began Tuesday for the second trial of two former top Tyco International Ltd. executives charged with looting the company of $600 million (euro459 million) to subsidize their lavish lifestyles.,0.9536290764808655
6,The violence broke out after a group of nearly 80 white  supremacists of the Virigina-based National Socialist Movement  assembled for a march against what they called black gang violence  against whites in the Toledo neighborhood.,"A crowd protesting a white supremacists' march turned violent, throwing baseball-sized rocks at police, vandalizing vehicles and stores, and setting fire to a neighborhood bar, authorities said.",0.9527843594551086
2,"The prime minister will be in (the Indian Kashmir summer  capital) Srinagar to flag off the first bus on April 7,"" Singh's  spokesman said.","The emotional reunion Wednesday across the Neelum River came on the final day of the Islamic holiday of Eid al-Fitr _ and as Indian Prime Minister Manmohan Singh paid a rare visit to Indian-controlled Kashmir, his country's only Muslim-majority state.",0.9526031613349915
10,"But while working for the Department of Justice after the Sept. 11 terrorist attacks, Yoo helped write a series of legal memos redefining torture and advising President Bush that the Geneva Convention does not apply to members of al-Qaida and the Taliban.",The memos about the Geneva Convention and torture are probably the two most controversial documents Yoo worked on with a team of other lawyers when he was a deputy assistant attorney general with the Office of Legal Counsel from 2001 to 2003.,0.9524391293525696
59,"ABC News anchor Peter Jennings has been diagnosed with lung cancer, the network announced Tuesday, and will immediately begin a round of outpatient chemotherapy that is expected to keep him from the anchor desk at times in the coming months.","After a four-month period in which Tom Brokaw retired at NBC, Dan Rather relinquished the anchor chair at CBS and Ted Koppel said he was leaving ABC,",0.9511200189590454
52,"Merck announced a global withdrawal Thursday of Vioxx, a blockbuster arthritis drug, after a study showed it increased the risk of strokes and heart attacks.","Some lawyers, including those who had filed suits against Merck before the Vioxx withdrawal, said that they already had plenty of evidence of the drug's dangers before last week's announcement.",0.9509998559951782
79,"Sunday afternoon -- Cheney visits Whittington at the Corpus Christi hospital before returning to Washington, D.C. 3:30 p.m. EST -- News organizations confirm the Corpus Christi Caller-Times account with vice president's office at the White House.","Harry Whittington, a millionaire attorney from Austin, was ""alert and doing fine"" in a Corpus Christi hospital Sunday, a day after he was shot by Cheney on a ranch in south Texas, said Katharine Armstrong, the property's owner.",0.9503552913665771
63,"More than 7,000  Hurricane Katrina survivors taking refuge in Texas shelters were  being uprooted again Tuesday as Hurricane Rita threatened the state  neighboring Louisiana, officials said.","We're urging people to evacuate,"" she told a press conference  as Rita barreled near southernmost Florida, heading west on a track  that could take it close to the devastated Louisiana city.",0.9498998522758484
40,"Many Britons welcomed Prince Charles' surprise announcement that he would marry his lover Camilla Parker Bowles, but some said she never will win their hearts the way Princess Diana did.","Prince Charles' sons William and Harry are ""delighted"" at news he will marry Camilla Parker Bowles, a spokesman for the heir to the throne's office said Thursday.",0.9490049481391907
58,"ABC News anchor Peter Jennings has been diagnosed with lung cancer, the network announced Tuesday, and will immediately begin a round of outpatient chemotherapy that is expected to keep him from the anchor desk at times in the coming months.",The future of the iconic American anchorman was on the minds of many this week as the news that Peter Jennings had been diagnosed with lung cancer raised concerns that he wouldn't be able to continue as anchor at ABC News.,0.9487882852554321
90,"The European-made space probe Huygens headed Saturday for a historic up-close encounter with Titan, the only celestial body of the Solar system with an atmosphere resembling that of Earth, after successfully separating from the US spacecraft Cassini.","From what scientists can tell, the chemical composition of Titan's atmosphere reflects what was on Earth several billion years ago, when life was just getting started, said Carolyn Porco, Cassini imaging leader and a researcher with the Space Science Institute in Boulder,",0.9485160112380981
95,"Ripudaman Singh Malik, a 57-year-old millionaire, and Ajaib Singh Bagri, 55, are charged with planting bombs that exploded June 23, 1985, aboard Flight 182, killing 329 people, and 53 minutes earlier at Tokyo's Narita Airport, killing two baggage handlers.","The prosecution began final arguments Monday in the case of an Air India jumbo jet bombing that killing 329 people almost 20 years ago, saying the two men accused in the Canadian trial were guilty beyond a reasonable doubt.",0.9485083818435669
78,"Sunday afternoon -- Cheney visits Whittington at the Corpus Christi hospital before returning to Washington, D.C. 3:30 p.m. EST -- News organizations confirm the Corpus Christi Caller-Times account with vice president's office at the White House.","Globe Staff WASHINGTON - Vice President Dick Cheney accidentally shot a hunting partner Saturday in Texas, and the White House did not confirm the shooting until nearly 20 hours later.",0.9481437802314758
69,"Rwanda imposed a ban on the manufacture and importation of  polythene bags last year, while the United Nations Environment  Program is working with the Kenyan government to ban plastic bags  there in a new waste management strategy.","The San Francisco proposal parallels efforts in Ireland, South Africa, Bangladesh, Australia, Shanghai and Taiwan, which ban plastic bags or charge a fee to use them.",0.9477178454399109
28,"Ambulances were seen shuttling across the border checkpoint between Taba and the Israeli resort of Eilat, where hospital staff wheeled bloodied victims on stretchers.","We know dozens of Israelis have been killed,"" an Israeli police source said after a massive explosion devastated the Hilton hotel in Taba, a tiny town just across the border from Israel.",0.9473835825920105
46,"Proponents of the measure, dubbed the REAL ID Act, dismissed Calvo's predictions as exaggerations from a special interest group and say that the bill would stop foreign terrorists from obtaining driver's licenses that they could use to travel in the United States.","Jeff Lungren, a spokesman for the House Judiciary Committee, which spearheaded the REAL ID Act, said that the states that will be most affected are the ones doing poorly in verifying identification documents, including nine ""problem"" states--Wisconsin, Oregon, Maryland, Michigan, New Mexico, North Carolina, Washington, Hawaii and Montana.",0.9472453594207764
67,"For example, Hassan Abbas, the former Pakistani security official, said Khan may have been motivated by the strategic view held by some Pakistani military leaders that spreading nuclear technology was a way to counter U.S. power and what Islamabad fears is an emerging alliance among India, the United States and Israel.","Abdul Qadeer Khan, the father of the Pakistani atomic bomb, delivered weapons grade highly enriched uranium to Iran in 2001, and Iran aims at getting a nuclear bomb next year, an Iranian opposition group said in Vienna Wednesday.",0.9461275339126587
77,"Whittington -- a prominent Austin attorney -- and the vice president arrived for a weekend hunting trip Friday night at the 50,000-acre Armstrong ranch, a well-known retreat for wealthy Texas Republicans 95 miles south of Corpus Christi.","Sunday afternoon -- Cheney visits Whittington at the Corpus Christi hospital before returning to Washington, D.C. 3:30 p.m. EST -- News organizations confirm the Corpus Christi Caller-Times account with vice president's office at the White House.",0.9458543658256531
65,"A new report from the CIA says the arms trafficking network led by the Pakistani scientist A.Q. Khan provided Iran's nuclear program with ""significant assistance,"" including the designs for ""advanced and efficient"" weapons components.","For example, Hassan Abbas, the former Pakistani security official, said Khan may have been motivated by the strategic view held by some Pakistani military leaders that spreading nuclear technology was a way to counter U.S. power and what Islamabad fears is an emerging alliance among India, the United States and Israel.",0.9456663727760315
25,"A granite monument of the Ten Commandments outside the Texas Capitol amounts to an unconstitutional government endorsement of religion, a lawyer favoring a high wall between church and state told the Supreme Court on Wednesday.","Four justices -- John Paul Stevens, David H. Souter, Ruth Bader Ginsburg and Stephen G. Breyer -- support a distinct separation of church and state, and signaled they are likely to vote to strike down the religious displays in Texas and Kentucky.",0.9452528953552246
19,The release of the two homeguards comes after a group of 10 LTTE rebels charged under the Offensive Weapons Ordnance were set free on bail on Thursday in the eastern Batticaloa district under a court order.,"Japan's special envoy Yasushi Akashi arrived here on Wednesday to start a seven-day visit to push for an early resumption of peace talks between the Sri Lankan government and the Tamil Tiger rebels, governmental sources said.",0.9450292587280273
64,"We've already evacuated two busloads of  individuals,"" Nagin said as Rita barreled near southernmost Florida,  heading west on a track that could take it close to the devastated  Louisiana city.","Hurricane Rita barreled near southern Florida islands and headed  toward the Gulf of Mexico, threatening Texas and Louisiana with  winds of 160 kilometers per hour (100 mph).",0.9437766075134277
81,"New York Governor George Pataki said Monday that Gerald Ford, Jimmy Carter, George H.W. Bush and Bill Clinton had all pledged their support for the World Trade Center Memorial Foundation and would serve as honorary members of the board of directors.","Heading the list of boldface names, in one arena or another, are Robert DeNiro, who has been a presence in the nearby TriBeCa area for many years; Barbara Walters of ABC; David Rockefeller, who was deeply involved in the original development of the World Trade Center; and Michael D. Eisner, the chief executive of",0.943475604057312
20,"Chess legend Bobby Fischer, who faces  prison if he returns to the United States, can only avoid  deportation from Japan if Iceland upgrades its granting of residency  to full citizenship, a Japanese lawmaker said Wednesday.","Fischer became world chess champion in a 1972 match in Iceland against the Soviet Union's Boris Spassky, and some of his Icelandic supporters have campaigned to help him out of gratitude for putting Iceland in the global spotlight.",0.9434638619422913
1,Both countries have hinted that Aziz's meeting with Indian Prime Minister Manmohan Singh may produce agreement on opening bus service between the Indian- and Pakistani-controlled sections of Kashmir for the first time in 57 years of conflict over the Himalayan territory.,"The prime minister will be in (the Indian Kashmir summer  capital) Srinagar to flag off the first bus on April 7,"" Singh's  spokesman said.",0.9433698058128357
61,"Instead, prosecutors focused on laying out the core theme of their case, saying the two men, former Tyco executives, had illegally awarded themselves millions of dollars in bonuses and concealed them from the company's board and shareholders.",Former top executives L. Dennis Kozlowski and Mark Swartz are awaiting retrial in federal court in New York on charges of stealing $600 million (euro483.33 million) from the company.,0.9412781000137329
56,"Weather permitting, the 60-year-old millionaire will take off from the Salina, Kan., municipal airport today and be back three days later, by way of Montreal; London; Paris; Rome; Cairo, Egypt; Bahrain; Karachi, Pakistan; Calcutta, India; Shanghai; Tokyo; Honolulu; and Los Angeles.","Facts and figures about the Virgin  Atlantic GlobalFlyer, which is scheduled to take off from Salina,  Kansas, on Monday with American Steve Fossett at the controls: The goal: - a solo, non-stop, non-refueled flight around the world.",0.9412358403205872
12,"He made this remark when asked to comment on Nepal's King  Gyanendra's Tuesday announcement of dissolving the coalition  government led by Prime Minister Sher Bahadur Deuba and forming a  new government under his own ""chairmanship"".","The United States said Tuesday it was  ""deeply troubled"" by an apparent setback to democracy in Nepal,  where King Gyanendra has dismissed the government and imposed a  state of emergency.",0.9404103755950928
37,"Her book became an instant and controversial bestseller, and Friedan became the leading spokeswoman for a revitalized women's movement.","Betty Friedan, the feminist crusader and author whose searing first book, ""The Feminine Mystique,"" ignited the contemporary women's movement in 1963 and in so doing permanently transformed the social fabric of the United States and countries around the world, died Saturday, her 85th birthday, at her home in Washington.",0.9402912855148315
15,"The pair would meet at the House of Commons on Wednesday,  officials in Dublin said, with Ahern also holding talks with Ian  Paisley, leader of Northern Ireland's biggest Protestant political  group, the Democratic Unionist Party (DUP).","Northern Ireland's peace process would  receive a major boost if the Irish Republican Army responds  positively to appeals to embrace political methods, a leading figure  in the paramilitary group's political wing said Friday.",0.9401912689208984
0,"India's prime minister will  personally flag off the first bus to travel between the Indian and  Pakistan zones of divided Kashmir in almost six decades when the  service resumes next month, an official said Saturday.","Singh _ on his first visit as prime minister to India's Jammu-Kashmir state _ also announced a four-year, multibillion-dollar development plan he promised would result in thousands of jobs for people in the region.",0.9401221871376038
48,"Whether the decision to recall the product ends up undermining Merck's legal defenses or improving its image to juries is less predictable, according to legal experts.","Some lawyers, including those who had filed suits against Merck before the Vioxx withdrawal, said that they already had plenty of evidence of the drug's dangers before last week's announcement.",0.9394388794898987
11,"Alberto R. Gonzales, the White House counsel, intervened directly with Justice Department lawyers in 2002 to obtain a legal ruling on the extent of the president's authority to permit extreme interrogation practices in the name of national security, current and former administration officials said Tuesday.","The 15-page document, dated September 25, 2001, was written by conservative Justice Department lawyer John Yoo and addressed to White House counsel Alberto Gonzales.",0.9381362795829773
3,"Peru's health minister said Monday that government plans to distribute morning-after birth control pills at public health clinics will begin as scheduled in January, despite an attempt by conservative lawmakers in this predominantly Roman Catholic country to have her prosecuted for promoting abortion.","The definition in the bill of emergency contraceptives, commonly called the morning-after pill, also fits some nonemergency contraceptives, or birth-control pills.",0.9380135536193848
32,"Cardinal Claudio Hummes of Sao Paolo demonstrated his concern for labor by offering shelter to striking metalworkers; Jorge Mario Bergoglio of Buenos Aires is a Jesuit priest who prefers to travel by bus and refused to live in the local archbishop's mansion; and Cardinal Oscar Andres Rodriguez Maradiaga of Tegucigalpa, Honduras, is an advocate for the poor who drew critical attention when he blasted US newspapers, including The Boston Globe, for their coverage of the clergy sexual-abuse crisis.","The cardinals drew lots last week for rooms in the $20 million ""Domus Sanctae Marthae"" (St. Martha's House), a hotel built by John Paul II and operated by the Daughters of Charity of St. Vincent DePaul.",0.9348424673080444
26,"A granite monument of the Ten Commandments outside the Texas Capitol amounts to an unconstitutional government endorsement of religion, a lawyer favoring a high wall between church and state told the Supreme Court on Wednesday.",Justice Stephen G. Breyer said he had reluctantly and tentatively come to the conclusion that there was no way for the court to decide religious display cases other than by evaluating the divisive nature of the display on a case-by-case basis.,0.9346034526824951
