D0902A,"Peru's health minister said Monday that government plans to distribute morning-after birth control pills at public health clinics will begin as scheduled in January, despite an attempt by conservative lawmakers in this predominantly Roman Catholic country to have her prosecuted for promoting abortion.","Twelve states now allow pharmacists who oppose contraception to refuse to fill prescriptions for birth control, including the ``morning-after pill.''"
D0902A,"Peru's health minister said Monday that government plans to distribute morning-after birth control pills at public health clinics will begin as scheduled in January, despite an attempt by conservative lawmakers in this predominantly Roman Catholic country to have her prosecuted for promoting abortion.","The first of possibly several bills seeking to let Texas pharmacists ""just say no"" to filling prescriptions for emergency contraceptives has been filed before the legislative session that begins in January."
D0902A,"Peru's health minister said Monday that government plans to distribute morning-after birth control pills at public health clinics will begin as scheduled in January, despite an attempt by conservative lawmakers in this predominantly Roman Catholic country to have her prosecuted for promoting abortion.","The definition in the bill of emergency contraceptives, commonly called the morning-after pill, also fits some nonemergency contraceptives, or birth-control pills."
D0902A,"Peru's health minister said Monday that government plans to distribute morning-after birth control pills at public health clinics will begin as scheduled in January, despite an attempt by conservative lawmakers in this predominantly Roman Catholic country to have her prosecuted for promoting abortion.","In March, a CVS pharmacist in North Richland Hills refused to fill Julee Lacey's prescription for birth control pills."
D0902A,"Twelve states now allow pharmacists who oppose contraception to refuse to fill prescriptions for birth control, including the ``morning-after pill.''","The first of possibly several bills seeking to let Texas pharmacists ""just say no"" to filling prescriptions for emergency contraceptives has been filed before the legislative session that begins in January."
D0902A,"Twelve states now allow pharmacists who oppose contraception to refuse to fill prescriptions for birth control, including the ``morning-after pill.''","The definition in the bill of emergency contraceptives, commonly called the morning-after pill, also fits some nonemergency contraceptives, or birth-control pills."
D0902A,"Twelve states now allow pharmacists who oppose contraception to refuse to fill prescriptions for birth control, including the ``morning-after pill.''","In March, a CVS pharmacist in North Richland Hills refused to fill Julee Lacey's prescription for birth control pills."
D0902A,"The first of possibly several bills seeking to let Texas pharmacists ""just say no"" to filling prescriptions for emergency contraceptives has been filed before the legislative session that begins in January.","The definition in the bill of emergency contraceptives, commonly called the morning-after pill, also fits some nonemergency contraceptives, or birth-control pills."
D0902A,"The first of possibly several bills seeking to let Texas pharmacists ""just say no"" to filling prescriptions for emergency contraceptives has been filed before the legislative session that begins in January.","In March, a CVS pharmacist in North Richland Hills refused to fill Julee Lacey's prescription for birth control pills."
D0902A,"The definition in the bill of emergency contraceptives, commonly called the morning-after pill, also fits some nonemergency contraceptives, or birth-control pills.","In March, a CVS pharmacist in North Richland Hills refused to fill Julee Lacey's prescription for birth control pills."
D0903A,"With well-developed wafer and semiconductor industries, Taiwan has great promise in solar energy development, the chief executive officer of Taiwan's leading crystalline silicon solar cell manufacturing company said Monday.","Given increasing electric rates, decreasing costs of solar panels and economic incentives available to homeowners through tax credits and rebates, Stout expects installations of solar power systems to increase rapidly in the next few years."
D0903A,"With well-developed wafer and semiconductor industries, Taiwan has great promise in solar energy development, the chief executive officer of Taiwan's leading crystalline silicon solar cell manufacturing company said Monday.",Yet these dire developments have been a boon for companies that make devices like silicon wafers and rooftop panels that convert solar energy.
D0903A,"With well-developed wafer and semiconductor industries, Taiwan has great promise in solar energy development, the chief executive officer of Taiwan's leading crystalline silicon solar cell manufacturing company said Monday.","And the new federal energy law, signed by President Bush last month, includes a tax credit of as much as $2,000 for the purchase and installation of a residential solar-power system."
D0903A,"With well-developed wafer and semiconductor industries, Taiwan has great promise in solar energy development, the chief executive officer of Taiwan's leading crystalline silicon solar cell manufacturing company said Monday.",The most popular means of converting the sun's energy into electricity -- silicon-based solar panels -- has progressed over the last three decades but has not changed radically.
D0903A,"Given increasing electric rates, decreasing costs of solar panels and economic incentives available to homeowners through tax credits and rebates, Stout expects installations of solar power systems to increase rapidly in the next few years.",Yet these dire developments have been a boon for companies that make devices like silicon wafers and rooftop panels that convert solar energy.
D0903A,"Given increasing electric rates, decreasing costs of solar panels and economic incentives available to homeowners through tax credits and rebates, Stout expects installations of solar power systems to increase rapidly in the next few years.","And the new federal energy law, signed by President Bush last month, includes a tax credit of as much as $2,000 for the purchase and installation of a residential solar-power system."
D0903A,"Given increasing electric rates, decreasing costs of solar panels and economic incentives available to homeowners through tax credits and rebates, Stout expects installations of solar power systems to increase rapidly in the next few years.",The most popular means of converting the sun's energy into electricity -- silicon-based solar panels -- has progressed over the last three decades but has not changed radically.
D0903A,Yet these dire developments have been a boon for companies that make devices like silicon wafers and rooftop panels that convert solar energy.,"And the new federal energy law, signed by President Bush last month, includes a tax credit of as much as $2,000 for the purchase and installation of a residential solar-power system."
D0903A,Yet these dire developments have been a boon for companies that make devices like silicon wafers and rooftop panels that convert solar energy.,The most popular means of converting the sun's energy into electricity -- silicon-based solar panels -- has progressed over the last three decades but has not changed radically.
D0903A,"And the new federal energy law, signed by President Bush last month, includes a tax credit of as much as $2,000 for the purchase and installation of a residential solar-power system.",The most popular means of converting the sun's energy into electricity -- silicon-based solar panels -- has progressed over the last three decades but has not changed radically.
D0904A,"Local and federal law enforcement officials said on Tuesday that they were investigating possible connections between the double murder and Matthew Hale, the white supremacist currently in federal prison for soliciting Lefkow's assassination, or his many sympathizers.","But on Monday night, federal marshals met Laura Lefkow's plane from Los Angeles, and they stood guard on Tuesday as the family planned Saturday funerals for Michael F. Lefkow, 64, an attorney who was a leader in the Episcopal church, and Donna Humphrey, 89, an ailing grandmother who hand-stitched quilts for each of her 23 descendants."
D0904A,"Local and federal law enforcement officials said on Tuesday that they were investigating possible connections between the double murder and Matthew Hale, the white supremacist currently in federal prison for soliciting Lefkow's assassination, or his many sympathizers.","On Tuesday, Lefkow sat sequestered under armed federal guard in an undisclosed location, mourning her husband of 30 years and her 89-year-old mother, whom she found dead of gunshots to the head in their basement the day before, sending her screaming into the quiet street."
D0904A,"Local and federal law enforcement officials said on Tuesday that they were investigating possible connections between the double murder and Matthew Hale, the white supremacist currently in federal prison for soliciting Lefkow's assassination, or his many sympathizers.",The violence broke out after a group of nearly 80 white  supremacists of the Virigina-based National Socialist Movement  assembled for a march against what they called black gang violence  against whites in the Toledo neighborhood.
D0904A,"Local and federal law enforcement officials said on Tuesday that they were investigating possible connections between the double murder and Matthew Hale, the white supremacist currently in federal prison for soliciting Lefkow's assassination, or his many sympathizers.","A crowd protesting a white supremacists' march turned violent, throwing baseball-sized rocks at police, vandalizing vehicles and stores, and setting fire to a neighborhood bar, authorities said."
D0904A,"But on Monday night, federal marshals met Laura Lefkow's plane from Los Angeles, and they stood guard on Tuesday as the family planned Saturday funerals for Michael F. Lefkow, 64, an attorney who was a leader in the Episcopal church, and Donna Humphrey, 89, an ailing grandmother who hand-stitched quilts for each of her 23 descendants.","On Tuesday, Lefkow sat sequestered under armed federal guard in an undisclosed location, mourning her husband of 30 years and her 89-year-old mother, whom she found dead of gunshots to the head in their basement the day before, sending her screaming into the quiet street."
D0904A,"But on Monday night, federal marshals met Laura Lefkow's plane from Los Angeles, and they stood guard on Tuesday as the family planned Saturday funerals for Michael F. Lefkow, 64, an attorney who was a leader in the Episcopal church, and Donna Humphrey, 89, an ailing grandmother who hand-stitched quilts for each of her 23 descendants.",The violence broke out after a group of nearly 80 white  supremacists of the Virigina-based National Socialist Movement  assembled for a march against what they called black gang violence  against whites in the Toledo neighborhood.
D0904A,"But on Monday night, federal marshals met Laura Lefkow's plane from Los Angeles, and they stood guard on Tuesday as the family planned Saturday funerals for Michael F. Lefkow, 64, an attorney who was a leader in the Episcopal church, and Donna Humphrey, 89, an ailing grandmother who hand-stitched quilts for each of her 23 descendants.","A crowd protesting a white supremacists' march turned violent, throwing baseball-sized rocks at police, vandalizing vehicles and stores, and setting fire to a neighborhood bar, authorities said."
D0904A,"On Tuesday, Lefkow sat sequestered under armed federal guard in an undisclosed location, mourning her husband of 30 years and her 89-year-old mother, whom she found dead of gunshots to the head in their basement the day before, sending her screaming into the quiet street.",The violence broke out after a group of nearly 80 white  supremacists of the Virigina-based National Socialist Movement  assembled for a march against what they called black gang violence  against whites in the Toledo neighborhood.
D0904A,"On Tuesday, Lefkow sat sequestered under armed federal guard in an undisclosed location, mourning her husband of 30 years and her 89-year-old mother, whom she found dead of gunshots to the head in their basement the day before, sending her screaming into the quiet street.","A crowd protesting a white supremacists' march turned violent, throwing baseball-sized rocks at police, vandalizing vehicles and stores, and setting fire to a neighborhood bar, authorities said."
D0904A,The violence broke out after a group of nearly 80 white  supremacists of the Virigina-based National Socialist Movement  assembled for a march against what they called black gang violence  against whites in the Toledo neighborhood.,"A crowd protesting a white supremacists' march turned violent, throwing baseball-sized rocks at police, vandalizing vehicles and stores, and setting fire to a neighborhood bar, authorities said."
D0905A,"Reliant Energy does not offer a renewable energy plan in the Houston area -- state electricity deregulation laws allow it to offer only one plan here until Jan. 1, 2005 -- but it has offered a plan to Dallas-area customers for several years.","Mass. Cape Wind Associates, the project's developer, says that in normal weather conditions, 40-story high towers could generate 170 megawatts -- 75 percent of the power used by Cape Cod and the islands of Martha's Vineyard and Nantucket."
D0905A,"Reliant Energy does not offer a renewable energy plan in the Houston area -- state electricity deregulation laws allow it to offer only one plan here until Jan. 1, 2005 -- but it has offered a plan to Dallas-area customers for several years.","An amendment to the 2005 defense authorization bill currently before Congress could immediately halt the development of offshore wind-power facilities in the United States, including a controversial project planned for coastal Massachusetts, environmental groups and developers said this week."
D0905A,"Reliant Energy does not offer a renewable energy plan in the Houston area -- state electricity deregulation laws allow it to offer only one plan here until Jan. 1, 2005 -- but it has offered a plan to Dallas-area customers for several years.","Cape Wind's involvement in the report has drawn critics, including Nickerson, who says the Army Corps was overly reliant on data collected by consultants paid for by the developer."
D0905A,"Reliant Energy does not offer a renewable energy plan in the Houston area -- state electricity deregulation laws allow it to offer only one plan here until Jan. 1, 2005 -- but it has offered a plan to Dallas-area customers for several years.","The Corps of Engineers' draft concluded that the project, proposed by Cape Wind Associates of Boston, would not unduly hinder ferry operations, commercial and sport fishing, boating, aviation or other activities at its site, a 24-square-mile area in the part of Nantucket Sound called Horseshoe Shoals."
D0905A,"Mass. Cape Wind Associates, the project's developer, says that in normal weather conditions, 40-story high towers could generate 170 megawatts -- 75 percent of the power used by Cape Cod and the islands of Martha's Vineyard and Nantucket.","An amendment to the 2005 defense authorization bill currently before Congress could immediately halt the development of offshore wind-power facilities in the United States, including a controversial project planned for coastal Massachusetts, environmental groups and developers said this week."
D0905A,"Mass. Cape Wind Associates, the project's developer, says that in normal weather conditions, 40-story high towers could generate 170 megawatts -- 75 percent of the power used by Cape Cod and the islands of Martha's Vineyard and Nantucket.","Cape Wind's involvement in the report has drawn critics, including Nickerson, who says the Army Corps was overly reliant on data collected by consultants paid for by the developer."
D0905A,"Mass. Cape Wind Associates, the project's developer, says that in normal weather conditions, 40-story high towers could generate 170 megawatts -- 75 percent of the power used by Cape Cod and the islands of Martha's Vineyard and Nantucket.","The Corps of Engineers' draft concluded that the project, proposed by Cape Wind Associates of Boston, would not unduly hinder ferry operations, commercial and sport fishing, boating, aviation or other activities at its site, a 24-square-mile area in the part of Nantucket Sound called Horseshoe Shoals."
D0905A,"An amendment to the 2005 defense authorization bill currently before Congress could immediately halt the development of offshore wind-power facilities in the United States, including a controversial project planned for coastal Massachusetts, environmental groups and developers said this week.","Cape Wind's involvement in the report has drawn critics, including Nickerson, who says the Army Corps was overly reliant on data collected by consultants paid for by the developer."
D0905A,"An amendment to the 2005 defense authorization bill currently before Congress could immediately halt the development of offshore wind-power facilities in the United States, including a controversial project planned for coastal Massachusetts, environmental groups and developers said this week.","The Corps of Engineers' draft concluded that the project, proposed by Cape Wind Associates of Boston, would not unduly hinder ferry operations, commercial and sport fishing, boating, aviation or other activities at its site, a 24-square-mile area in the part of Nantucket Sound called Horseshoe Shoals."
D0905A,"Cape Wind's involvement in the report has drawn critics, including Nickerson, who says the Army Corps was overly reliant on data collected by consultants paid for by the developer.","The Corps of Engineers' draft concluded that the project, proposed by Cape Wind Associates of Boston, would not unduly hinder ferry operations, commercial and sport fishing, boating, aviation or other activities at its site, a 24-square-mile area in the part of Nantucket Sound called Horseshoe Shoals."
D0906B,"Downtown Los Angeles has had more than 15 inches of rain since Jan. 1, more than its average rainfall for an entire year, including 2.6 inches on Sunday, a record, the National Weather Service said.","Los Angeles County fire rescue workers recovered the man's body about 500 feet from where the vehicle went into the water off Tuna Canyon Beach, said Lt."
D0906B,"Downtown Los Angeles has had more than 15 inches of rain since Jan. 1, more than its average rainfall for an entire year, including 2.6 inches on Sunday, a record, the National Weather Service said.","Los Angeles will get a much-needed break early Monday from the unforgiving rain that has pounded Southern California since Thursday, but a new front will move in Monday night, bringing with it an additional 2 inches to 4 inches of rain."
D0906B,"Downtown Los Angeles has had more than 15 inches of rain since Jan. 1, more than its average rainfall for an entire year, including 2.6 inches on Sunday, a record, the National Weather Service said.","Union Pacific's troubles included 23 mudslides that covered tracks in the Cajon Pass east of Los Angeles, a key passageway from Southern California to Las Vegas and Salt Lake City, and eventually to the Midwest."
D0906B,"Downtown Los Angeles has had more than 15 inches of rain since Jan. 1, more than its average rainfall for an entire year, including 2.6 inches on Sunday, a record, the National Weather Service said.","As stormy weather continued to pound Southern California on Saturday, about 170 people were freed from cars near Big Bear where they had been trapped for up to 15 hours in deep snow, several of the state's major arteries were closed and rescue workers pulled two people from raging streams."
D0906B,"Los Angeles County fire rescue workers recovered the man's body about 500 feet from where the vehicle went into the water off Tuna Canyon Beach, said Lt.","Los Angeles will get a much-needed break early Monday from the unforgiving rain that has pounded Southern California since Thursday, but a new front will move in Monday night, bringing with it an additional 2 inches to 4 inches of rain."
D0906B,"Los Angeles County fire rescue workers recovered the man's body about 500 feet from where the vehicle went into the water off Tuna Canyon Beach, said Lt.","Union Pacific's troubles included 23 mudslides that covered tracks in the Cajon Pass east of Los Angeles, a key passageway from Southern California to Las Vegas and Salt Lake City, and eventually to the Midwest."
D0906B,"Los Angeles County fire rescue workers recovered the man's body about 500 feet from where the vehicle went into the water off Tuna Canyon Beach, said Lt.","As stormy weather continued to pound Southern California on Saturday, about 170 people were freed from cars near Big Bear where they had been trapped for up to 15 hours in deep snow, several of the state's major arteries were closed and rescue workers pulled two people from raging streams."
D0906B,"Los Angeles will get a much-needed break early Monday from the unforgiving rain that has pounded Southern California since Thursday, but a new front will move in Monday night, bringing with it an additional 2 inches to 4 inches of rain.","Union Pacific's troubles included 23 mudslides that covered tracks in the Cajon Pass east of Los Angeles, a key passageway from Southern California to Las Vegas and Salt Lake City, and eventually to the Midwest."
D0906B,"Los Angeles will get a much-needed break early Monday from the unforgiving rain that has pounded Southern California since Thursday, but a new front will move in Monday night, bringing with it an additional 2 inches to 4 inches of rain.","As stormy weather continued to pound Southern California on Saturday, about 170 people were freed from cars near Big Bear where they had been trapped for up to 15 hours in deep snow, several of the state's major arteries were closed and rescue workers pulled two people from raging streams."
D0906B,"Union Pacific's troubles included 23 mudslides that covered tracks in the Cajon Pass east of Los Angeles, a key passageway from Southern California to Las Vegas and Salt Lake City, and eventually to the Midwest.","As stormy weather continued to pound Southern California on Saturday, about 170 people were freed from cars near Big Bear where they had been trapped for up to 15 hours in deep snow, several of the state's major arteries were closed and rescue workers pulled two people from raging streams."
D0907B,"The New York Times said in an editorial for Saturday, Feb. 19: Of all the claims of an electoral mandate made by President Bush's supporters, none were as bizarre as the one offered by John Yoo, a former Justice Department lawyer who helped draft the cynical justifications for the illegal detention and torture of ""unlawful combatants.""","But while working for the Department of Justice after the Sept. 11 terrorist attacks, Yoo helped write a series of legal memos redefining torture and advising President Bush that the Geneva Convention does not apply to members of al-Qaida and the Taliban."
D0907B,"The New York Times said in an editorial for Saturday, Feb. 19: Of all the claims of an electoral mandate made by President Bush's supporters, none were as bizarre as the one offered by John Yoo, a former Justice Department lawyer who helped draft the cynical justifications for the illegal detention and torture of ""unlawful combatants.""","Alberto R. Gonzales, the White House counsel, intervened directly with Justice Department lawyers in 2002 to obtain a legal ruling on the extent of the president's authority to permit extreme interrogation practices in the name of national security, current and former administration officials said Tuesday."
D0907B,"The New York Times said in an editorial for Saturday, Feb. 19: Of all the claims of an electoral mandate made by President Bush's supporters, none were as bizarre as the one offered by John Yoo, a former Justice Department lawyer who helped draft the cynical justifications for the illegal detention and torture of ""unlawful combatants.""",The memos about the Geneva Convention and torture are probably the two most controversial documents Yoo worked on with a team of other lawyers when he was a deputy assistant attorney general with the Office of Legal Counsel from 2001 to 2003.
D0907B,"The New York Times said in an editorial for Saturday, Feb. 19: Of all the claims of an electoral mandate made by President Bush's supporters, none were as bizarre as the one offered by John Yoo, a former Justice Department lawyer who helped draft the cynical justifications for the illegal detention and torture of ""unlawful combatants.""","The 15-page document, dated September 25, 2001, was written by conservative Justice Department lawyer John Yoo and addressed to White House counsel Alberto Gonzales."
D0907B,"But while working for the Department of Justice after the Sept. 11 terrorist attacks, Yoo helped write a series of legal memos redefining torture and advising President Bush that the Geneva Convention does not apply to members of al-Qaida and the Taliban.","Alberto R. Gonzales, the White House counsel, intervened directly with Justice Department lawyers in 2002 to obtain a legal ruling on the extent of the president's authority to permit extreme interrogation practices in the name of national security, current and former administration officials said Tuesday."
D0907B,"But while working for the Department of Justice after the Sept. 11 terrorist attacks, Yoo helped write a series of legal memos redefining torture and advising President Bush that the Geneva Convention does not apply to members of al-Qaida and the Taliban.",The memos about the Geneva Convention and torture are probably the two most controversial documents Yoo worked on with a team of other lawyers when he was a deputy assistant attorney general with the Office of Legal Counsel from 2001 to 2003.
D0907B,"But while working for the Department of Justice after the Sept. 11 terrorist attacks, Yoo helped write a series of legal memos redefining torture and advising President Bush that the Geneva Convention does not apply to members of al-Qaida and the Taliban.","The 15-page document, dated September 25, 2001, was written by conservative Justice Department lawyer John Yoo and addressed to White House counsel Alberto Gonzales."
D0907B,"Alberto R. Gonzales, the White House counsel, intervened directly with Justice Department lawyers in 2002 to obtain a legal ruling on the extent of the president's authority to permit extreme interrogation practices in the name of national security, current and former administration officials said Tuesday.",The memos about the Geneva Convention and torture are probably the two most controversial documents Yoo worked on with a team of other lawyers when he was a deputy assistant attorney general with the Office of Legal Counsel from 2001 to 2003.
D0907B,"Alberto R. Gonzales, the White House counsel, intervened directly with Justice Department lawyers in 2002 to obtain a legal ruling on the extent of the president's authority to permit extreme interrogation practices in the name of national security, current and former administration officials said Tuesday.","The 15-page document, dated September 25, 2001, was written by conservative Justice Department lawyer John Yoo and addressed to White House counsel Alberto Gonzales."
D0907B,The memos about the Geneva Convention and torture are probably the two most controversial documents Yoo worked on with a team of other lawyers when he was a deputy assistant attorney general with the Office of Legal Counsel from 2001 to 2003.,"The 15-page document, dated September 25, 2001, was written by conservative Justice Department lawyer John Yoo and addressed to White House counsel Alberto Gonzales."
D0908B,"He made this remark when asked to comment on Nepal's King  Gyanendra's Tuesday announcement of dissolving the coalition  government led by Prime Minister Sher Bahadur Deuba and forming a  new government under his own ""chairmanship"".","Nepal's King Gyanendra named a new Cabinet Wednesday, a day after dismissing the government and declaring absolute power in a surprise move that he said was aimed at restoring democracy and ending a nine-year Maoist rebellion."
D0908B,"He made this remark when asked to comment on Nepal's King  Gyanendra's Tuesday announcement of dissolving the coalition  government led by Prime Minister Sher Bahadur Deuba and forming a  new government under his own ""chairmanship"".","The United States said Tuesday it was  ""deeply troubled"" by an apparent setback to democracy in Nepal,  where King Gyanendra has dismissed the government and imposed a  state of emergency."
D0908B,"He made this remark when asked to comment on Nepal's King  Gyanendra's Tuesday announcement of dissolving the coalition  government led by Prime Minister Sher Bahadur Deuba and forming a  new government under his own ""chairmanship"".","King Gyanendra shared Prime Minister Shaukat Aziz's  disappointment over the postponement of the SAARC Summit and  expressed full confidence in Pakistan to set up new dates for the  summit and assured that he would certainly come to represent Nepal at the summit, the spokesman said."
D0908B,"He made this remark when asked to comment on Nepal's King  Gyanendra's Tuesday announcement of dissolving the coalition  government led by Prime Minister Sher Bahadur Deuba and forming a  new government under his own ""chairmanship"".","S.D. Muni, a former Indian ambassador to Nepal, said Beijing has become increasingly concerned by growing U.S.-Nepal ties, which the government of Prime Minister Sher Bahadur Deuba _ dismissed by Gyanendra on Tuesday _ had actively sought."
D0908B,"Nepal's King Gyanendra named a new Cabinet Wednesday, a day after dismissing the government and declaring absolute power in a surprise move that he said was aimed at restoring democracy and ending a nine-year Maoist rebellion.","The United States said Tuesday it was  ""deeply troubled"" by an apparent setback to democracy in Nepal,  where King Gyanendra has dismissed the government and imposed a  state of emergency."
D0908B,"Nepal's King Gyanendra named a new Cabinet Wednesday, a day after dismissing the government and declaring absolute power in a surprise move that he said was aimed at restoring democracy and ending a nine-year Maoist rebellion.","King Gyanendra shared Prime Minister Shaukat Aziz's  disappointment over the postponement of the SAARC Summit and  expressed full confidence in Pakistan to set up new dates for the  summit and assured that he would certainly come to represent Nepal at the summit, the spokesman said."
D0908B,"Nepal's King Gyanendra named a new Cabinet Wednesday, a day after dismissing the government and declaring absolute power in a surprise move that he said was aimed at restoring democracy and ending a nine-year Maoist rebellion.","S.D. Muni, a former Indian ambassador to Nepal, said Beijing has become increasingly concerned by growing U.S.-Nepal ties, which the government of Prime Minister Sher Bahadur Deuba _ dismissed by Gyanendra on Tuesday _ had actively sought."
D0908B,"The United States said Tuesday it was  ""deeply troubled"" by an apparent setback to democracy in Nepal,  where King Gyanendra has dismissed the government and imposed a  state of emergency.","King Gyanendra shared Prime Minister Shaukat Aziz's  disappointment over the postponement of the SAARC Summit and  expressed full confidence in Pakistan to set up new dates for the  summit and assured that he would certainly come to represent Nepal at the summit, the spokesman said."
D0908B,"The United States said Tuesday it was  ""deeply troubled"" by an apparent setback to democracy in Nepal,  where King Gyanendra has dismissed the government and imposed a  state of emergency.","S.D. Muni, a former Indian ambassador to Nepal, said Beijing has become increasingly concerned by growing U.S.-Nepal ties, which the government of Prime Minister Sher Bahadur Deuba _ dismissed by Gyanendra on Tuesday _ had actively sought."
D0908B,"King Gyanendra shared Prime Minister Shaukat Aziz's  disappointment over the postponement of the SAARC Summit and  expressed full confidence in Pakistan to set up new dates for the  summit and assured that he would certainly come to represent Nepal at the summit, the spokesman said.","S.D. Muni, a former Indian ambassador to Nepal, said Beijing has become increasingly concerned by growing U.S.-Nepal ties, which the government of Prime Minister Sher Bahadur Deuba _ dismissed by Gyanendra on Tuesday _ had actively sought."
D0909B,"Speaking to reporters earlier Monday, Blair repeated his call  for republicans to unequivocally give up violence and commit  themselves to wholly democratic methods.","Ahern that the key to moving forward was for the Irish Republican  Army (IRA), Northern Ireland's main Catholic paramilitary group, to  end all violence unequivocally."
D0909B,"Speaking to reporters earlier Monday, Blair repeated his call  for republicans to unequivocally give up violence and commit  themselves to wholly democratic methods.","The pair would meet at the House of Commons on Wednesday,  officials in Dublin said, with Ahern also holding talks with Ian  Paisley, leader of Northern Ireland's biggest Protestant political  group, the Democratic Unionist Party (DUP)."
D0909B,"Speaking to reporters earlier Monday, Blair repeated his call  for republicans to unequivocally give up violence and commit  themselves to wholly democratic methods.","Northern Ireland's peace process would  receive a major boost if the Irish Republican Army responds  positively to appeals to embrace political methods, a leading figure  in the paramilitary group's political wing said Friday."
D0909B,"Speaking to reporters earlier Monday, Blair repeated his call  for republicans to unequivocally give up violence and commit  themselves to wholly democratic methods.","Northern Ireland's 7-year-old peace accord will eventually work but requires the Irish Republican Army to deliver a ""clear and decisive"" end to all its activities, Irish Prime Minister Bertie Ahern said Friday."
D0909B,"Ahern that the key to moving forward was for the Irish Republican  Army (IRA), Northern Ireland's main Catholic paramilitary group, to  end all violence unequivocally.","The pair would meet at the House of Commons on Wednesday,  officials in Dublin said, with Ahern also holding talks with Ian  Paisley, leader of Northern Ireland's biggest Protestant political  group, the Democratic Unionist Party (DUP)."
D0909B,"Ahern that the key to moving forward was for the Irish Republican  Army (IRA), Northern Ireland's main Catholic paramilitary group, to  end all violence unequivocally.","Northern Ireland's peace process would  receive a major boost if the Irish Republican Army responds  positively to appeals to embrace political methods, a leading figure  in the paramilitary group's political wing said Friday."
D0909B,"Ahern that the key to moving forward was for the Irish Republican  Army (IRA), Northern Ireland's main Catholic paramilitary group, to  end all violence unequivocally.","Northern Ireland's 7-year-old peace accord will eventually work but requires the Irish Republican Army to deliver a ""clear and decisive"" end to all its activities, Irish Prime Minister Bertie Ahern said Friday."
D0909B,"The pair would meet at the House of Commons on Wednesday,  officials in Dublin said, with Ahern also holding talks with Ian  Paisley, leader of Northern Ireland's biggest Protestant political  group, the Democratic Unionist Party (DUP).","Northern Ireland's peace process would  receive a major boost if the Irish Republican Army responds  positively to appeals to embrace political methods, a leading figure  in the paramilitary group's political wing said Friday."
