,0,1,2
98,"In that case, Blakely vs. Washington, the court struck down Washington state's sentencing guidelines, which, like the federal guidelines, permit judges to boost sentences based on their own post-conviction fact-finding, rather than relying only on facts admitted by the defendant or found by a jury.","Though the court said in Blakely that it did not address the federal guidelines, the similarities between Washington's system and the federal system were such that defense lawyers across the country immediately began bombarding courts with Blakely challenges to their clients' sentences.",0.9423777461051941
44,"The US military said the raid was linked to the hunt for  kidnapped Jill Carroll, a freelance journalist working for the  Christian Science Monitor.","The Christian Science Monitor  newspaper on Monday pleaded for the release of American reporter  Jill Carroll, seized in Baghdad by abductors who gunned down her  Iraqi translator.",0.9421482086181641
46,"``She played a very pivotal, very critical role in launching the second wave of the modern women's movement.'' ``She was a giant in the 20th century for women and most significantly was a catalyst for change in the American culture,'' said Eleanor Smeal, president of the Feminist Majority Foundation.","The movement that Friedan's energy sparked continues to grow,  and is bigger today than she could ever have dreamed when she helped  launch it in the 1960s,"" Eleanor Smeal, president of the Feminist  Majority Foundation and a former president of the National  Organization for Women, said in a statement.",0.9416292309761047
89,"The European-made space probe Huygens headed Saturday for a historic up-close encounter with Titan, the only celestial body of the Solar system with an atmosphere resembling that of Earth, after successfully separating from the US spacecraft Cassini.","With a gentle shove on Christmas Eve, the Cassini spacecraft will launch the European Space Agency's Huygens probe on a course that should send it plunging into the atmosphere of Saturn's big moon Titan.",0.9397845268249512
72,"Iran's nuclear program received significant assistance in the past from the proliferation network headed by Pakistani scientist A.Q. Khan,"" the CIA report said.","For example, Hassan Abbas, the former Pakistani security official, said Khan may have been motivated by the strategic view held by some Pakistani military leaders that spreading nuclear technology was a way to counter U.S. power and what Islamabad fears is an emerging alliance among India, the United States and Israel.",0.9377192854881287
54,"The immigration provisions, which were introduced as the Real ID Act in January, include new identification requirements for people seeking driver's licenses, toughened standards for immigrants seeking asylum in the United States, and money to complete a three-mile stretch of border fencing near San Diego.","Immigrant rights groups on Wednesday attacked the Senate's passage of new driver's license rules aimed at preventing terrorism, saying they won't secure the nation and reflect surging hostility toward the foreign-born in the United States.",0.9372915029525757
71,"A new report from the CIA says the arms trafficking network led by the Pakistani scientist A.Q. Khan provided Iran's nuclear program with ""significant assistance,"" including the designs for ""advanced and efficient"" weapons components.","Abdul Qadeer Khan, the father of the Pakistani atomic bomb, delivered weapons grade highly enriched uranium to Iran in 2001, and Iran aims at getting a nuclear bomb next year, an Iranian opposition group said in Vienna Wednesday.",0.9354960918426514
47,"The singer formerly known as Cat Stevens, now Yusuf Islam, is trying to get off the no-fly list after he was removed from a London-to-Washington flight because the list said he had links to terrorists.","When Cat Stevens was barred from entering the country late last month after showing up on a terrorist watch list, Borowitz said he sat down to write a fake news story about it.",0.9352686405181885
36,"Cindy Sheehan, the mother of a soldier killed in Iraq who has been camped outside President Bush's ranch near Crawford, Texas, has taken her antiwar protest to the Internet, joining a conference call with bloggers around the country, along with a stray congresswoman.","As a roadside anti-war vigil initiated by a California woman who lost a son in Iraq continued near his ranch Thursday, President Bush said that he sympathizes with her loss but that agreeing to her demand to immediately withdraw troops ``would be a mistake for the security of this country.''",0.9347274303436279
85,"Simon Peh, assistant director of Immigration Department, said  as one thirds of the Hong Kong Disneyland visitors are expected to come from the Chinese mainland, the Immigration Department is  ready to dispatch more staff members to various cross-border check points during the opening day and other holidays.","Disney officials consulted Chinese feng shui experts before building Hong Kong Disneyland, making changes such as tilting the site of the park several degrees and setting up ""no fire zones"" in kitchens, a company spokeswoman said Sunday.",0.9341339468955994
79,"President George W. Bush on Friday  said he would nominate a new Supreme Court Justice in a timely  manner, and called for a dignified confirmation battle, as rival  political camps geared up for battle.","As President Bush searches for someone to succeed Justice Sandra Day O'Connor, who announced her resignation Friday, the experiences with Warren and many other members of the Supreme Court provide reminders that justices often don't vote the way presidents expect.",0.9320420622825623
4,"Twelve states now allow pharmacists who oppose contraception to refuse to fill prescriptions for birth control, including the ``morning-after pill.''","The definition in the bill of emergency contraceptives, commonly called the morning-after pill, also fits some nonemergency contraceptives, or birth-control pills.",0.930939793586731
22,"But while working for the Department of Justice after the Sept. 11 terrorist attacks, Yoo helped write a series of legal memos redefining torture and advising President Bush that the Geneva Convention does not apply to members of al-Qaida and the Taliban.",The memos about the Geneva Convention and torture are probably the two most controversial documents Yoo worked on with a team of other lawyers when he was a deputy assistant attorney general with the Office of Legal Counsel from 2001 to 2003.,0.930791974067688
0,Both countries have hinted that Aziz's meeting with Indian Prime Minister Manmohan Singh may produce agreement on opening bus service between the Indian- and Pakistani-controlled sections of Kashmir for the first time in 57 years of conflict over the Himalayan territory.,"Singh _ on his first visit as prime minister to India's Jammu-Kashmir state _ also announced a four-year, multibillion-dollar development plan he promised would result in thousands of jobs for people in the region.",0.9307489991188049
40,"Allawi's party has had at least 22 of its members killed in the  space of two months, party official Imad Shbib said earlier this  month, adding that as many as 44 had been murdered since the fall of  Saddam Hussein's regime in April 2003.","At least 30 people were killed in Iraq  as insurgents intensified attacks on Iraqi and US targets, and  election workers backed by troops started distributing ballot boxes  for the vote in just two days' time.",0.9306167364120483
99,"In that case, Blakely vs. Washington, the court struck down Washington state's sentencing guidelines, which, like the federal guidelines, permit judges to boost sentences based on their own post-conviction fact-finding, rather than relying only on facts admitted by the defendant or found by a jury.",The Supreme Court ruled in Blakely v. Washington that the state system violated the constitutional right to trial by jury by permitting judges to make these essential findings.,0.9289368391036987
61,"Jobs said the two firms that have supplied Apple with microprocessors for years, IBM and the Motorola spin-off Freescale, can no longer supply the kinds of chips that Apple needs for future products.","Apple Computer is expected to announce  Monday that it will begin using Intel chips in its Macintosh  machines next year, ending a 14-year alliance with IBM and its  processors, according to US media reports.",0.9284543395042419
56,"Immigrant rights groups on Wednesday attacked the Senate's passage of new driver's license rules aimed at preventing terrorism, saying they won't secure the nation and reflect surging hostility toward the foreign-born in the United States.","Tim Sparapani, ACLU legislative counsel, said the Real ID Act's rules would result in a de facto national identification card because it would require states to pool driver data in a national database.",0.9281034469604492
21,"The New York Times said in an editorial for Saturday, Feb. 19: Of all the claims of an electoral mandate made by President Bush's supporters, none were as bizarre as the one offered by John Yoo, a former Justice Department lawyer who helped draft the cynical justifications for the illegal detention and torture of ""unlawful combatants.""",The memos about the Geneva Convention and torture are probably the two most controversial documents Yoo worked on with a team of other lawyers when he was a deputy assistant attorney general with the Office of Legal Counsel from 2001 to 2003.,0.9278207421302795
92,"Asked whether the ""anti-secession law"" is the reason behind the United States' and Japan's recent decision to list ""encouraging the peaceful resolution of issues concerning the Taiwan Strait through dialogue"" part of their common strategic objectives in the region, Greene said Washington has a long-standing concern over peace in the Asia-Pacific region and that this concern will not change because of the ""anti-secession law,"" according to Lai.",President Chen Shui-bian called for the nation Friday to seriously face Beijing's proposed anti-secession law which he said would undermine stability across the Taiwan Strait if enacted.,0.9277737736701965
62,"ABC News anchor Peter Jennings has been diagnosed with lung cancer, the network announced Tuesday, and will immediately begin a round of outpatient chemotherapy that is expected to keep him from the anchor desk at times in the coming months.",The future of the iconic American anchorman was on the minds of many this week as the news that Peter Jennings had been diagnosed with lung cancer raised concerns that he wouldn't be able to continue as anchor at ABC News.,0.927569568157196
2,"Peru's health minister said Monday that government plans to distribute morning-after birth control pills at public health clinics will begin as scheduled in January, despite an attempt by conservative lawmakers in this predominantly Roman Catholic country to have her prosecuted for promoting abortion.","The first of possibly several bills seeking to let Texas pharmacists ""just say no"" to filling prescriptions for emergency contraceptives has been filed before the legislative session that begins in January.",0.9272851943969727
94,"The enacting of an anti-secession law by Beijing will diminish cross-Taiwan Strait exchanges and thus will be harmful to the development of bilateral ties, a scholar said Monday.","Lai told Greene that the DPP has repeatedly displayed goodwill to Beijing to try to improve cross-strait relations but it has to show its resolve to defend Taiwan's sovereignty in the face of the mainland's plan to introduce the ""anti-secession law.",0.9270336031913757
41,"Angry Sunni Arabs protested  Tuesday at a raid on a Baghdad mosque by US and Iraqi soldiers  looking for a kidnapped US woman reporter, the latest victim in a  series of abductions of Westerners in Iraq.","Jill Carroll, 28, a freelance reporter working for the Christian  Science Monitor, was seized by gunmen on Saturday after calling by  the office of a prominent Sunni politician, the US newspaper  confirmed on Monday.",0.9267742037773132
95,"Ripudaman Singh Malik, a 57-year-old millionaire, and Ajaib Singh Bagri, 55, are charged with planting bombs that exploded June 23, 1985, aboard Flight 182, killing 329 people, and 53 minutes earlier at Tokyo's Narita Airport, killing two baggage handlers.","Two fiery speeches delivered to Sikh groups in the early 1980s show Ajaib Singh Bagri had a motive to plant bombs on Air India jets killing 331 people, a prosecutor said in closing arguments Monday.",0.9253902435302734
67,"About 15 percent of the flue gas from a traditional coal-fired power plant is carbon dioxide, Socolow said.","Britain is to study whether global  warming can be curbed by ""capturing"" carbon dioxode from power  stations and storing it underground in old oil and gas fields,  ministers said Tuesday.",0.9251697063446045
6,"The first of possibly several bills seeking to let Texas pharmacists ""just say no"" to filling prescriptions for emergency contraceptives has been filed before the legislative session that begins in January.","In March, a CVS pharmacist in North Richland Hills refused to fill Julee Lacey's prescription for birth control pills.",0.9248078465461731
48,"When Cat Stevens was barred from entering the country late last month after showing up on a terrorist watch list, Borowitz said he sat down to write a fake news story about it.","Ask Loeffler and his bandmates/siblings Sam and Pete to list the music that influenced the band's sound, and they'll list Helmet, Tool, Sinead O'Connor and Yusuf Islam -- the artist once known as Cat Stevens and most recently in the news as being on the United State's no-fly list for alleged ties to terrorism, an accusation the artist vehemently denies.",0.9239998459815979
43,"The US military said the raid was linked to the hunt for  kidnapped Jill Carroll, a freelance journalist working for the  Christian Science Monitor.","Carroll was abducted in western Baghdad on Saturday, by  kidnappers who killed her Iraqi interpreter, the paper said in a  statement, calling for her release.",0.9223394989967346
9,"Given increasing electric rates, decreasing costs of solar panels and economic incentives available to homeowners through tax credits and rebates, Stout expects installations of solar power systems to increase rapidly in the next few years.","And the new federal energy law, signed by President Bush last month, includes a tax credit of as much as $2,000 for the purchase and installation of a residential solar-power system.",0.920620858669281
32,"A total of 10 Sri Lanka's Tamil Tiger rebels were released on bail on Thursday in the eastern Batticaloa district, the pro-rebel Tamilnet said.","Japan's special envoy Yasushi Akashi arrived here on Wednesday to start a seven-day visit to push for an early resumption of peace talks between the Sri Lankan government and the Tamil Tiger rebels, governmental sources said.",0.9205262064933777
26,"The United States said Tuesday it was  ""deeply troubled"" by an apparent setback to democracy in Nepal,  where King Gyanendra has dismissed the government and imposed a  state of emergency.","King Gyanendra shared Prime Minister Shaukat Aziz's  disappointment over the postponement of the SAARC Summit and  expressed full confidence in Pakistan to set up new dates for the  summit and assured that he would certainly come to represent Nepal at the summit, the spokesman said.",0.9204922914505005
81,"Having been eclipsed for most of this year by other issues at ground zero, the World Trade Center memorial returned to the forefront Monday as Gov. George E. Pataki offered a preview of the completed design, which he said will be ready next month.","Heading the list of boldface names, in one arena or another, are Robert DeNiro, who has been a presence in the nearby TriBeCa area for many years; Barbara Walters of ABC; David Rockefeller, who was deeply involved in the original development of the World Trade Center; and Michael D. Eisner, the chief executive of",0.9203206300735474
96,"Ripudaman Singh Malik, a 57-year-old millionaire, and Ajaib Singh Bagri, 55, are charged with planting bombs that exploded June 23, 1985, aboard Flight 182, killing 329 people, and 53 minutes earlier at Tokyo's Narita Airport, killing two baggage handlers.","The prosecution began final arguments Monday in the case of an Air India jumbo jet bombing that killing 329 people almost 20 years ago, saying the two men accused in the Canadian trial were guilty beyond a reasonable doubt.",0.9200077056884766
90,"From what scientists can tell, the chemical composition of Titan's atmosphere reflects what was on Earth several billion years ago, when life was just getting started, said Carolyn Porco, Cassini imaging leader and a researcher with the Space Science Institute in Boulder,","At least as intriguing as the nature of the moon's surface is the precise composition of Titan's smoggy, 12-layered atmosphere, which many believe may closely resemble the mix of gases that early Earth possessed -- rich in the organic chemicals essential for life to emerge and evolve.",0.9199439287185669
25,"Nepal's King Gyanendra named a new Cabinet Wednesday, a day after dismissing the government and declaring absolute power in a surprise move that he said was aimed at restoring democracy and ending a nine-year Maoist rebellion.","S.D. Muni, a former Indian ambassador to Nepal, said Beijing has become increasingly concerned by growing U.S.-Nepal ties, which the government of Prime Minister Sher Bahadur Deuba _ dismissed by Gyanendra on Tuesday _ had actively sought.",0.9189170598983765
64,"Peter Jennings, the last of the three long-dominant network anchors still on the job, said Tuesday he has been diagnosed with lung cancer.",The future of the iconic American anchorman was on the minds of many this week as the news that Peter Jennings had been diagnosed with lung cancer raised concerns that he wouldn't be able to continue as anchor at ABC News.,0.9182758927345276
5,"Twelve states now allow pharmacists who oppose contraception to refuse to fill prescriptions for birth control, including the ``morning-after pill.''","In March, a CVS pharmacist in North Richland Hills refused to fill Julee Lacey's prescription for birth control pills.",0.9178494215011597
39,"Allawi's party has had 22 of its members killed in the space of  two months, party official Imad Shbib told AFP on January 11, adding  that as many as 44 had been murdered since the fall of Saddam  ","Insurgents set off a car bomb and  attacked voting stations and security forces in several Iraqi cities  Friday, killing at least six people as campaigning for the election  wrapped up and voters began casting their ballots abroad.",0.9161311388015747
78,"President George W. Bush on Friday  said he would nominate a new Supreme Court Justice in a timely  manner, and called for a dignified confirmation battle, as rival  political camps geared up for battle.","The perennial battle over abortion  rights in the United States is galvanizing conservative and liberal  activists, who are hoping to influence President George W. Bush's  choice to fill a newly-vacated US Supreme Court seat.",0.9160686135292053
69,"Coal-fired plants are big targets,"" said Judi Greenwald of the Pew Center on Global Climate Change, ""and if we do get serious about climate change, they are going to be on the list of things to do quite early.","Britain is to study whether global  warming can be curbed by ""capturing"" carbon dioxode from power  stations and storing it underground in old oil and gas fields,  ministers said Tuesday.",0.9152885675430298
16,"Downtown Los Angeles has had more than 15 inches of rain since Jan. 1, more than its average rainfall for an entire year, including 2.6 inches on Sunday, a record, the National Weather Service said.","Los Angeles will get a much-needed break early Monday from the unforgiving rain that has pounded Southern California since Thursday, but a new front will move in Monday night, bringing with it an additional 2 inches to 4 inches of rain.",0.915276050567627
35,"Chess genius Bobby Fischer, now in a Japanese detention cell awaiting deportation to the United States, will be allowed to leave Japan for Iceland if that country grants him citizenship, an opposition party leader said Wednesday.","Fischer became world chess champion in a 1972 match in Iceland against the Soviet Union's Boris Spassky, and some of his Icelandic supporters have campaigned to help him out of gratitude for putting Iceland in the global spotlight.",0.9141326546669006
55,"Jeff Lungren, a spokesman for the House Judiciary Committee, which spearheaded the REAL ID Act, said that the states that will be most affected are the ones doing poorly in verifying identification documents, including nine ""problem"" states--Wisconsin, Oregon, Maryland, Michigan, New Mexico, North Carolina, Washington, Hawaii and Montana.","Tim Sparapani, ACLU legislative counsel, said the Real ID Act's rules would result in a de facto national identification card because it would require states to pool driver data in a national database.",0.9136954545974731
28,"Speaking to reporters earlier Monday, Blair repeated his call  for republicans to unequivocally give up violence and commit  themselves to wholly democratic methods.","Northern Ireland's peace process would  receive a major boost if the Irish Republican Army responds  positively to appeals to embrace political methods, a leading figure  in the paramilitary group's political wing said Friday.",0.9131789803504944
1,"The prime minister will be in (the Indian Kashmir summer  capital) Srinagar to flag off the first bus on April 7,"" Singh's  spokesman said.","Singh _ on his first visit as prime minister to India's Jammu-Kashmir state _ also announced a four-year, multibillion-dollar development plan he promised would result in thousands of jobs for people in the region.",0.9123356938362122
57,"Whether the decision to recall the product ends up undermining Merck's legal defenses or improving its image to juries is less predictable, according to legal experts.","Some lawyers, including those who had filed suits against Merck before the Vioxx withdrawal, said that they already had plenty of evidence of the drug's dangers before last week's announcement.",0.9120193719863892
31,"A total of 10 Sri Lanka's Tamil Tiger rebels were released on bail on Thursday in the eastern Batticaloa district, the pro-rebel Tamilnet said.","Hagrup Haukland, deputy chief of the Sri Lanka Monitoring Mission overseeing the ongoing ceasefire between the government and the Liberation Tigers of Tamil Eelam (LTTE) rebels, said that the rebels had convey this message to them after consultation with their political wing leader S.P. Thamilselvan currently on a European tour.",0.9119223356246948
27,"Speaking to reporters earlier Monday, Blair repeated his call  for republicans to unequivocally give up violence and commit  themselves to wholly democratic methods.","Ahern that the key to moving forward was for the Irish Republican  Army (IRA), Northern Ireland's main Catholic paramilitary group, to  end all violence unequivocally.",0.9116983413696289
12,"Local and federal law enforcement officials said on Tuesday that they were investigating possible connections between the double murder and Matthew Hale, the white supremacist currently in federal prison for soliciting Lefkow's assassination, or his many sympathizers.","A crowd protesting a white supremacists' march turned violent, throwing baseball-sized rocks at police, vandalizing vehicles and stores, and setting fire to a neighborhood bar, authorities said.",0.9108622074127197
86,"Simon Peh, assistant director of Immigration Department, said  as one thirds of the Hong Kong Disneyland visitors are expected to come from the Chinese mainland, the Immigration Department is  ready to dispatch more staff members to various cross-border check points during the opening day and other holidays.","Specially invited guests including business affiliates, travel  trade associates, contractors, consultants, alliance partners,  government officers who have been involved in the Hong Kong  Disneyland project, and certain charitable organizations can enjoy a full day of Disney magic.",0.9107722640037537
88,"The European-made space probe Huygens headed Saturday for a historic up-close encounter with Titan, the only celestial body of the Solar system with an atmosphere resembling that of Earth, after successfully separating from the US spacecraft Cassini.","From what scientists can tell, the chemical composition of Titan's atmosphere reflects what was on Earth several billion years ago, when life was just getting started, said Carolyn Porco, Cassini imaging leader and a researcher with the Space Science Institute in Boulder,",0.9098190069198608
20,"Union Pacific's troubles included 23 mudslides that covered tracks in the Cajon Pass east of Los Angeles, a key passageway from Southern California to Las Vegas and Salt Lake City, and eventually to the Midwest.","As stormy weather continued to pound Southern California on Saturday, about 170 people were freed from cars near Big Bear where they had been trapped for up to 15 hours in deep snow, several of the state's major arteries were closed and rescue workers pulled two people from raging streams.",0.9083129167556763
60,"Some lawyers, including those who had filed suits against Merck before the Vioxx withdrawal, said that they already had plenty of evidence of the drug's dangers before last week's announcement.","Although the U.S. Food and Drug Administration said the risk of an individual patient having a heart attack or stroke related to Vioxx is small, the agency also said ""there appear to be significant safety concerns.",0.9071921706199646
49,"Ask Loeffler and his bandmates/siblings Sam and Pete to list the music that influenced the band's sound, and they'll list Helmet, Tool, Sinead O'Connor and Yusuf Islam -- the artist once known as Cat Stevens and most recently in the news as being on the United State's no-fly list for alleged ties to terrorism, an accusation the artist vehemently denies.","The ""Man for Peace"" award was being given to Islam ""for his dedication to promote peace, the reconciliation of people and to condemn terrorism,"" said a press release by the Gorbachev Foundation and Rome's City Hall.",0.9065455794334412
34,"Chess legend Bobby Fischer, who faces  prison if he returns to the United States, can only avoid  deportation from Japan if Iceland upgrades its granting of residency  to full citizenship, a Japanese lawmaker said Wednesday.","Fischer became world chess champion in a 1972 match in Iceland against the Soviet Union's Boris Spassky, and some of his Icelandic supporters have campaigned to help him out of gratitude for putting Iceland in the global spotlight.",0.9059924483299255
83,"A southbound commuter train heading to downtown Los Angeles hit the Jeep Grand Cherokee parked on the tracks, said Glendale Police Chief Randy G. Adams.","At least 10 people were killed and more than 180 injured Wednesday when a commuter train derailed after crashing into a car parked on tracks north of Los Angeles, then sideswiped an oncoming train, knocking it off its rails.",0.9058842062950134
23,"But while working for the Department of Justice after the Sept. 11 terrorist attacks, Yoo helped write a series of legal memos redefining torture and advising President Bush that the Geneva Convention does not apply to members of al-Qaida and the Taliban.","The 15-page document, dated September 25, 2001, was written by conservative Justice Department lawyer John Yoo and addressed to White House counsel Alberto Gonzales.",0.9057651162147522
65,"The allegations of the Tyco case -- including news of lavish parties and a $6,000 shower curtain -- revolve around whether corporate executives had the permission of the company's board before embarking on ""extraordinary conspicuous consumption,"" he said.",Former top executives L. Dennis Kozlowski and Mark Swartz are awaiting retrial in federal court in New York on charges of stealing $600 million (euro483.33 million) from the company.,0.9053664207458496
11,"Local and federal law enforcement officials said on Tuesday that they were investigating possible connections between the double murder and Matthew Hale, the white supremacist currently in federal prison for soliciting Lefkow's assassination, or his many sympathizers.",The violence broke out after a group of nearly 80 white  supremacists of the Virigina-based National Socialist Movement  assembled for a march against what they called black gang violence  against whites in the Toledo neighborhood.,0.9050735235214233
63,"ABC News anchor Peter Jennings has been diagnosed with lung cancer, the network announced Tuesday, and will immediately begin a round of outpatient chemotherapy that is expected to keep him from the anchor desk at times in the coming months.","After a four-month period in which Tom Brokaw retired at NBC, Dan Rather relinquished the anchor chair at CBS and Ted Koppel said he was leaving ABC,",0.9050681591033936
38,Justice Stephen G. Breyer said he had reluctantly and tentatively come to the conclusion that there was no way for the court to decide religious display cases other than by evaluating the divisive nature of the display on a case-by-case basis.,The Supreme Court decided to hear the Texas and Kentucky cases amid a national debate on religion's role in government.,0.9044667482376099
30,"The Tamil Tigers were reportedly undertaking a three-week tour of Denmark, Ireland, Switzerland and Sri Lanka's peace broker Norway to persuade donors to use aid as a tool to pressure the government to resume peace talks based on rebel self-rule proposals.",The release of the two homeguards comes after a group of 10 LTTE rebels charged under the Offensive Weapons Ordnance were set free on bail on Thursday in the eastern Batticaloa district under a court order.,0.9034548401832581
3,"Peru's health minister said Monday that government plans to distribute morning-after birth control pills at public health clinics will begin as scheduled in January, despite an attempt by conservative lawmakers in this predominantly Roman Catholic country to have her prosecuted for promoting abortion.","In March, a CVS pharmacist in North Richland Hills refused to fill Julee Lacey's prescription for birth control pills.",0.9031146168708801
75,"In an editorial last year in the journal Neurology, Sirven said the best studies of marijuana's effects on humans so far have shown little objective evidence of benefit in patients with epilepsy or multiple sclerosis.","The study, he said, ruled out the possibility that the teenagers who used marijuana were also those who were more likely to develop schizophrenia, whether or not they used the drug.",0.9026722311973572
13,"But on Monday night, federal marshals met Laura Lefkow's plane from Los Angeles, and they stood guard on Tuesday as the family planned Saturday funerals for Michael F. Lefkow, 64, an attorney who was a leader in the Episcopal church, and Donna Humphrey, 89, an ailing grandmother who hand-stitched quilts for each of her 23 descendants.",The violence broke out after a group of nearly 80 white  supremacists of the Virigina-based National Socialist Movement  assembled for a march against what they called black gang violence  against whites in the Toledo neighborhood.,0.9026656150817871
19,"Los Angeles will get a much-needed break early Monday from the unforgiving rain that has pounded Southern California since Thursday, but a new front will move in Monday night, bringing with it an additional 2 inches to 4 inches of rain.","As stormy weather continued to pound Southern California on Saturday, about 170 people were freed from cars near Big Bear where they had been trapped for up to 15 hours in deep snow, several of the state's major arteries were closed and rescue workers pulled two people from raging streams.",0.8966346383094788
97,"Two fiery speeches delivered to Sikh groups in the early 1980s show Ajaib Singh Bagri had a motive to plant bombs on Air India jets killing 331 people, a prosecutor said in closing arguments Monday.","Malik and Bagri, who have been in custody since their arrest in late 2000, are also charged in connection with a blast on the same day that killed two baggage handlers at Tokyo's Narita Airport.",0.8957520723342896
80,"Whittington -- a prominent Austin attorney -- and the vice president arrived for a weekend hunting trip Friday night at the 50,000-acre Armstrong ranch, a well-known retreat for wealthy Texas Republicans 95 miles south of Corpus Christi.","Sunday afternoon -- Cheney visits Whittington at the Corpus Christi hospital before returning to Washington, D.C. 3:30 p.m. EST -- News organizations confirm the Corpus Christi Caller-Times account with vice president's office at the White House.",0.8928595185279846
7,"With well-developed wafer and semiconductor industries, Taiwan has great promise in solar energy development, the chief executive officer of Taiwan's leading crystalline silicon solar cell manufacturing company said Monday.","Given increasing electric rates, decreasing costs of solar panels and economic incentives available to homeowners through tax credits and rebates, Stout expects installations of solar power systems to increase rapidly in the next few years.",0.8924961090087891
8,"Given increasing electric rates, decreasing costs of solar panels and economic incentives available to homeowners through tax credits and rebates, Stout expects installations of solar power systems to increase rapidly in the next few years.",Yet these dire developments have been a boon for companies that make devices like silicon wafers and rooftop panels that convert solar energy.,0.8914743661880493
